product_id,product_name,category,subcategory,brand,price,cost,stock_quantity,supplier
2069,Tablets Ultra,Electronics,Tablets,Tablets,74724.17,52675.48,22,Elite Electronics
2070,Tablets Plus,Electronics,Tablets,Tablets,38948.74,32095.47,63,Elite Electronics
2071,Tablets Ultra,Electronics,Tablets,Tablets,67226.52,56944.51,90,Mega Suppliers
2072,Tablets Plus,Electronics,Tablets,Tablets,64013.51,54240.2,121,Tech Supplies India
2073,Tablets Plus,Electronics,Tablets,Tablets,47610.48,39734.81,111,Fashion Hub Pvt Ltd
2074,Tablets Pro,Electronics,Tablets,Tablets,50960.37,35912.06,123,Kitchen World
2075,Tablets Ultra,Electronics,Tablets,Tablets,61243.42,44486.68,67,Mega Suppliers
2076,Tablets Ultra,Electronics,Tablets,Tablets,52364.15,42628.44,39,Prime Products
2077,Tablets Lite,Electronics,Tablets,Tablets,33574.97,24407.52,174,Home Essentials Co
2078,Tablets Ultra,Electronics,Tablets,Tablets,22498.23,19013.95,39,Mega Suppliers
2079,Tablets Lite,Electronics,Tablets,Tablets,30381.86,21903.58,57,Home Essentials Co
2080,Tablets Lite,Electronics,Tablets,Tablets,19942.25,15001.01,159,Style Distributors
2081,Tablets Pro,Electronics,Tablets,Tablets,48637.13,36456.08,142,Mega Suppliers
2082,Tablets Pro,Electronics,Tablets,Tablets,44297.16,33495.52,144,Home Essentials Co
2083,Tablets Max,Electronics,Tablets,Tablets,56892.22,47187.8,113,Smart Solutions Ltd
2084,Tablets Lite,Electronics,Tablets,Tablets,78380.23,65172.27,131,Mega Suppliers
2085,Tablets Pro,Electronics,Tablets,Tablets,44975.58,35258.33,80,Style Distributors
2086,Tablets Pro,Electronics,Tablets,Tablets,45964.34,37229.36,69,Prime Products
2087,Tablets Lite,Electronics,Tablets,Tablets,25269.88,20911.89,48,Kitchen World
2088,Tablets Lite,Electronics,Tablets,Tablets,22775.5,17272.01,153,Mega Suppliers
2089,Tablets Ultra,Electronics,Tablets,Tablets,55111.46,38773.08,25,Prime Products
2090,Tablets Lite,Electronics,Tablets,Tablets,35845.41,26897.87,33,Tech Supplies India
2091,Tablets Pro,Electronics,Tablets,Tablets,23049.1,16629.19,113,Tech Supplies India
2092,Tablets Lite,Electronics,Tablets,Tablets,24119.93,18364.31,24,Style Distributors
2093,Tablets Ultra,Electronics,Tablets,Tablets,71160.71,56417.55,163,Tech Supplies India
2094,Tablets Max,Electronics,Tablets,Tablets,72634.82,55775.59,42,Style Distributors
2095,Tablets Max,Electronics,Tablets,Tablets,57755.05,42299.11,140,Style Distributors
2096,Tablets Ultra,Electronics,Tablets,Tablets,67681.26,52441.01,165,Elite Electronics
2097,Tablets Lite,Electronics,Tablets,Tablets,22279.69,16076.62,124,Smart Solutions Ltd
2098,Tablets Lite,Electronics,Tablets,Tablets,29482.51,23161.07,86,Home Essentials Co
2099,Tablets Ultra,Electronics,Tablets,Tablets,67625.89,54859.07,52,Elite Electronics
2100,Headphones Max,Electronics,Headphones,Headphones,23527.27,19048.72,150,Elite Electronics
2101,Headphones Max,Electronics,Headphones,Headphones,18924.1,13331.4,140,Home Essentials Co
2102,Headphones Lite,Electronics,Headphones,Headphones,2594.07,2201.9,108,Smart Solutions Ltd
2103,Headphones Pro,Electronics,Headphones,Headphones,15950.31,12761.23,39,Smart Solutions Ltd
2104,Headphones Pro,Electronics,Headphones,Headphones,14943.36,11594.93,27,Smart Solutions Ltd
2105,Headphones Lite,Electronics,Headphones,Headphones,18233.86,13482.41,179,Elite Electronics
2106,Headphones Max,Electronics,Headphones,Headphones,10153.89,7377.3,57,Style Distributors
2107,Headphones Plus,Electronics,Headphones,Headphones,8568.09,6160.92,143,Kitchen World
2108,Headphones Lite,Electronics,Headphones,Headphones,6845.3,5191.86,79,Home Essentials Co
2109,Headphones Ultra,Electronics,Headphones,Headphones,4896.5,4085.38,46,Kitchen World
2110,Headphones Plus,Electronics,Headphones,Headphones,6333.76,4737.73,44,Mega Suppliers
2111,Headphones Lite,Electronics,Headphones,Headphones,21694.72,15796.78,67,Prime Products
2112,Headphones Plus,Electronics,Headphones,Headphones,9356.54,6669.36,190,Mega Suppliers
2113,Headphones Plus,Electronics,Headphones,Headphones,20462.92,17358.76,37,Mega Suppliers
2114,Headphones Pro,Electronics,Headphones,Headphones,13892.83,10086.52,95,Kitchen World
2115,Headphones Pro,Electronics,Headphones,Headphones,6006.08,4727.74,129,Tech Supplies India
2116,Headphones Plus,Electronics,Headphones,Headphones,20784.55,15558.4,58,Mega Suppliers
2117,Headphones Ultra,Electronics,Headphones,Headphones,18724.84,15654.23,142,Fashion Hub Pvt Ltd
2118,Headphones Pro,Electronics,Headphones,Headphones,13044.89,9546.64,54,Tech Supplies India
2119,Headphones Ultra,Electronics,Headphones,Headphones,4298.56,3484.08,50,Fashion Hub Pvt Ltd
2120,Headphones Lite,Electronics,Headphones,Headphones,6945.68,5278.32,113,Tech Supplies India
2121,Headphones Ultra,Electronics,Headphones,Headphones,23462.91,17946.65,197,Smart Solutions Ltd
2122,Headphones Plus,Electronics,Headphones,Headphones,24923.95,20391.91,116,Prime Products
2123,Headphones Ultra,Electronics,Headphones,Headphones,16395.72,12364.01,178,Fashion Hub Pvt Ltd
2124,Headphones Lite,Electronics,Headphones,Headphones,9787.76,8062.29,169,Prime Products
2125,Headphones Ultra,Electronics,Headphones,Headphones,2005.33,1459.01,70,Mega Suppliers
2126,Headphones Plus,Electronics,Headphones,Headphones,24594.32,19326.59,166,Kitchen World
2127,Headphones Pro,Electronics,Headphones,Headphones,21264.88,15633.4,190,Tech Supplies India
2128,Headphones Plus,Electronics,Headphones,Headphones,5329.0,4273.75,59,Style Distributors
2129,Headphones Lite,Electronics,Headphones,Headphones,3037.88,2317.03,130,Elite Electronics
2130,Headphones Pro,Electronics,Headphones,Headphones,12687.56,9774.58,89,Style Distributors
2131,Headphones Max,Electronics,Headphones,Headphones,4937.11,3529.12,67,Style Distributors
2132,Headphones Max,Electronics,Headphones,Headphones,24193.04,17326.02,171,Prime Products
2133,Smart Watches Max,Electronics,Smart Watches,Smart,48717.77,34779.45,194,Tech Supplies India
2134,Smart Watches Max,Electronics,Smart Watches,Smart,14353.93,10486.99,136,Kitchen World
2135,Smart Watches Pro,Electronics,Smart Watches,Smart,3500.24,2542.92,113,Smart Solutions Ltd
2136,Smart Watches Max,Electronics,Smart Watches,Smart,36979.6,27699.17,149,Elite Electronics
2137,Smart Watches Max,Electronics,Smart Watches,Smart,10078.0,7207.47,96,Kitchen World
2138,Smart Watches Max,Electronics,Smart Watches,Smart,37330.26,27937.74,75,Kitchen World
2139,Smart Watches Ultra,Electronics,Smart Watches,Smart,37129.51,31474.89,95,Elite Electronics
2140,Smart Watches Pro,Electronics,Smart Watches,Smart,35445.11,29931.82,174,Fashion Hub Pvt Ltd
2141,Smart Watches Ultra,Electronics,Smart Watches,Smart,13051.2,10714.53,109,Style Distributors
2142,Smart Watches Ultra,Electronics,Smart Watches,Smart,32154.48,25891.95,86,Elite Electronics
2143,Smart Watches Max,Electronics,Smart Watches,Smart,46965.75,37340.77,62,Kitchen World
2144,Smart Watches Plus,Electronics,Smart Watches,Smart,7172.11,5882.0,159,Home Essentials Co
2145,Smart Watches Max,Electronics,Smart Watches,Smart,3565.07,2989.16,54,Style Distributors
2146,Smart Watches Plus,Electronics,Smart Watches,Smart,39079.79,31387.42,64,Smart Solutions Ltd
2147,Smart Watches Plus,Electronics,Smart Watches,Smart,18635.44,13376.04,162,Mega Suppliers
2148,Smart Watches Lite,Electronics,Smart Watches,Smart,47799.34,40486.78,164,Smart Solutions Ltd
2149,Smart Watches Pro,Electronics,Smart Watches,Smart,22506.57,16348.76,95,Elite Electronics
2150,Smart Watches Pro,Electronics,Smart Watches,Smart,46173.49,34553.31,127,Kitchen World
2151,Smart Watches Pro,Electronics,Smart Watches,Smart,11614.8,9734.33,131,Fashion Hub Pvt Ltd
2152,Smart Watches Max,Electronics,Smart Watches,Smart,21885.15,17592.37,118,Fashion Hub Pvt Ltd
2153,Smart Watches Ultra,Electronics,Smart Watches,Smart,6822.42,5621.03,101,Style Distributors
2154,Smart Watches Max,Electronics,Smart Watches,Smart,12872.81,10327.76,143,Elite Electronics
2155,Smart Watches Ultra,Electronics,Smart Watches,Smart,24541.76,17646.95,199,Style Distributors
2156,Smart Watches Ultra,Electronics,Smart Watches,Smart,2194.94,1735.81,115,Elite Electronics
2157,Smart Watches Pro,Electronics,Smart Watches,Smart,10355.83,7953.43,155,Style Distributors
2158,Smart Watches Pro,Electronics,Smart Watches,Smart,33826.19,25646.36,135,Home Essentials Co
2159,Smart Watches Lite,Electronics,Smart Watches,Smart,22456.84,19041.0,33,Style Distributors
2160,Smart Watches Pro,Electronics,Smart Watches,Smart,28621.34,20763.51,70,Fashion Hub Pvt Ltd
2161,Smart Watches Lite,Electronics,Smart Watches,Smart,38283.79,27405.72,116,Prime Products
2162,Smart Watches Lite,Electronics,Smart Watches,Smart,46429.32,36907.65,100,Smart Solutions Ltd
2163,Smart Watches Ultra,Electronics,Smart Watches,Smart,35131.95,27181.94,86,Tech Supplies India
2164,Smart Watches Pro,Electronics,Smart Watches,Smart,31161.58,22485.36,113,Kitchen World
2165,Smart Watches Max,Electronics,Smart Watches,Smart,44097.07,33864.68,105,Kitchen World
2166,Mens Clothing Pro,Fashion,Mens Clothing,Mens,1672.24,1380.75,272,Fashion Hub Pvt Ltd
2167,Mens Clothing Plus,Fashion,Mens Clothing,Mens,3677.01,2872.57,425,Style Distributors
2168,Mens Clothing Pro,Fashion,Mens Clothing,Mens,1520.13,1263.16,114,Mega Suppliers
2169,Mens Clothing Ultra,Fashion,Mens Clothing,Mens,2013.35,1513.75,264,Tech Supplies India
2170,Mens Clothing Lite,Fashion,Mens Clothing,Mens,1824.23,1347.56,232,Tech Supplies India
2171,Mens Clothing Lite,Fashion,Mens Clothing,Mens,2086.85,1522.34,396,Tech Supplies India
2172,Mens Clothing Max,Fashion,Mens Clothing,Mens,2792.54,2225.51,132,Smart Solutions Ltd
2173,Mens Clothing Lite,Fashion,Mens Clothing,Mens,1337.2,959.28,157,Home Essentials Co
2174,Mens Clothing Lite,Fashion,Mens Clothing,Mens,3288.49,2512.82,312,Elite Electronics
2175,Mens Clothing Plus,Fashion,Mens Clothing,Mens,1412.03,1064.44,408,Kitchen World
2176,Mens Clothing Lite,Fashion,Mens Clothing,Mens,3105.27,2579.6,287,Prime Products
2177,Mens Clothing Ultra,Fashion,Mens Clothing,Mens,1612.55,1216.34,250,Home Essentials Co
2178,Mens Clothing Max,Fashion,Mens Clothing,Mens,2003.47,1596.91,188,Elite Electronics
2179,Mens Clothing Ultra,Fashion,Mens Clothing,Mens,3615.42,2637.17,257,Home Essentials Co
2180,Mens Clothing Lite,Fashion,Mens Clothing,Mens,2737.96,1948.12,465,Fashion Hub Pvt Ltd
2181,Mens Clothing Ultra,Fashion,Mens Clothing,Mens,2169.11,1587.41,376,Kitchen World
2182,Mens Clothing Lite,Fashion,Mens Clothing,Mens,3908.23,2939.24,149,Style Distributors
2183,Mens Clothing Plus,Fashion,Mens Clothing,Mens,4130.55,3154.7,340,Smart Solutions Ltd
2184,Mens Clothing Lite,Fashion,Mens Clothing,Mens,2015.98,1646.58,115,Style Distributors
2185,Mens Clothing Lite,Fashion,Mens Clothing,Mens,2358.53,1927.55,81,Prime Products
2186,Mens Clothing Max,Fashion,Mens Clothing,Mens,2842.29,2128.28,371,Style Distributors
2187,Mens Clothing Pro,Fashion,Mens Clothing,Mens,2510.03,1833.97,476,Style Distributors
2188,Mens Clothing Max,Fashion,Mens Clothing,Mens,883.18,737.07,410,Fashion Hub Pvt Ltd
2189,Mens Clothing Plus,Fashion,Mens Clothing,Mens,1215.0,863.48,179,Style Distributors
2190,Mens Clothing Pro,Fashion,Mens Clothing,Mens,3109.07,2392.09,249,Home Essentials Co
2191,Mens Clothing Plus,Fashion,Mens Clothing,Mens,4594.01,3594.98,234,Prime Products
2192,Mens Clothing Plus,Fashion,Mens Clothing,Mens,648.47,456.13,448,Kitchen World
2193,Mens Clothing Max,Fashion,Mens Clothing,Mens,3850.68,3095.05,375,Prime Products
2194,Mens Clothing Pro,Fashion,Mens Clothing,Mens,1404.77,1036.33,286,Mega Suppliers
2195,Mens Clothing Ultra,Fashion,Mens Clothing,Mens,4702.64,3856.08,168,Tech Supplies India
2196,Mens Clothing Ultra,Fashion,Mens Clothing,Mens,4052.09,3236.95,276,Prime Products
2197,Mens Clothing Plus,Fashion,Mens Clothing,Mens,846.13,674.12,348,Tech Supplies India
2198,Mens Clothing Ultra,Fashion,Mens Clothing,Mens,3667.97,2762.15,468,Fashion Hub Pvt Ltd
2199,Womens Clothing Lite,Fashion,Womens Clothing,Womens,6896.14,4851.21,136,Elite Electronics
2200,Womens Clothing Plus,Fashion,Womens Clothing,Womens,7634.52,5811.56,235,Tech Supplies India
2201,Womens Clothing Plus,Fashion,Womens Clothing,Womens,1475.74,1196.92,305,Tech Supplies India
2202,Womens Clothing Lite,Fashion,Womens Clothing,Womens,1731.76,1251.6,76,Home Essentials Co
2203,Womens Clothing Plus,Fashion,Womens Clothing,Womens,1251.5,1007.46,366,Tech Supplies India
2204,Womens Clothing Pro,Fashion,Womens Clothing,Womens,1927.09,1547.91,72,Fashion Hub Pvt Ltd
2205,Womens Clothing Pro,Fashion,Womens Clothing,Womens,2848.49,2103.63,395,Prime Products
2206,Womens Clothing Max,Fashion,Womens Clothing,Womens,5165.06,3658.01,227,Kitchen World
2207,Womens Clothing Plus,Fashion,Womens Clothing,Womens,1536.46,1186.51,146,Tech Supplies India
2208,Womens Clothing Plus,Fashion,Womens Clothing,Womens,5137.66,4301.7,226,Prime Products
2209,Womens Clothing Plus,Fashion,Womens Clothing,Womens,2918.48,2449.3,194,Style Distributors
2210,Womens Clothing Max,Fashion,Womens Clothing,Womens,6702.73,4925.06,157,Elite Electronics
2211,Womens Clothing Lite,Fashion,Womens Clothing,Womens,4625.87,3451.5,423,Mega Suppliers
2212,Womens Clothing Plus,Fashion,Womens Clothing,Womens,1089.95,913.2,156,Style Distributors
2213,Womens Clothing Lite,Fashion,Womens Clothing,Womens,2078.74,1471.67,120,Style Distributors
2214,Womens Clothing Pro,Fashion,Womens Clothing,Womens,2142.56,1537.56,456,Tech Supplies India
2215,Womens Clothing Ultra,Fashion,Womens Clothing,Womens,5497.51,4499.6,388,Style Distributors
2216,Womens Clothing Lite,Fashion,Womens Clothing,Womens,903.55,682.11,431,Elite Electronics
2217,Womens Clothing Plus,Fashion,Womens Clothing,Womens,7461.74,5356.14,298,Prime Products
2218,Womens Clothing Max,Fashion,Womens Clothing,Womens,2108.79,1703.36,383,Elite Electronics
2219,Womens Clothing Pro,Fashion,Womens Clothing,Womens,7682.67,6188.63,282,Fashion Hub Pvt Ltd
2220,Womens Clothing Lite,Fashion,Womens Clothing,Womens,5925.86,4283.09,101,Smart Solutions Ltd
2221,Womens Clothing Max,Fashion,Womens Clothing,Womens,1280.96,970.25,58,Mega Suppliers
2222,Womens Clothing Max,Fashion,Womens Clothing,Womens,4810.43,4061.15,84,Smart Solutions Ltd
2223,Womens Clothing Ultra,Fashion,Womens Clothing,Womens,4013.66,3191.72,316,Fashion Hub Pvt Ltd
2224,Womens Clothing Pro,Fashion,Womens Clothing,Womens,5494.49,4525.3,328,Tech Supplies India
2225,Womens Clothing Max,Fashion,Womens Clothing,Womens,7448.27,5476.94,327,Smart Solutions Ltd
2226,Womens Clothing Max,Fashion,Womens Clothing,Womens,7166.19,6088.28,398,Prime Products
2227,Womens Clothing Pro,Fashion,Womens Clothing,Womens,6300.63,4543.16,480,Kitchen World
2228,Womens Clothing Ultra,Fashion,Womens Clothing,Womens,5100.3,3812.32,450,Kitchen World
2229,Womens Clothing Ultra,Fashion,Womens Clothing,Womens,2891.11,2309.72,85,Elite Electronics
2230,Womens Clothing Plus,Fashion,Womens Clothing,Womens,2760.66,2255.57,405,Home Essentials Co
2231,Womens Clothing Lite,Fashion,Womens Clothing,Womens,3491.12,2753.71,339,Mega Suppliers
2232,Kids Clothing Max,Fashion,Kids Clothing,Kids,820.48,576.39,130,Elite Electronics
2233,Kids Clothing Lite,Fashion,Kids Clothing,Kids,1494.06,1262.74,123,Tech Supplies India
2234,Kids Clothing Max,Fashion,Kids Clothing,Kids,419.54,333.56,368,Fashion Hub Pvt Ltd
2235,Kids Clothing Plus,Fashion,Kids Clothing,Kids,845.32,668.72,357,Tech Supplies India
2236,Kids Clothing Max,Fashion,Kids Clothing,Kids,1357.57,1024.67,295,Home Essentials Co
2237,Kids Clothing Lite,Fashion,Kids Clothing,Kids,1821.47,1443.25,364,Kitchen World
2238,Kids Clothing Max,Fashion,Kids Clothing,Kids,1279.74,1018.51,499,Fashion Hub Pvt Ltd
2239,Kids Clothing Pro,Fashion,Kids Clothing,Kids,951.01,768.12,165,Elite Electronics
2240,Kids Clothing Max,Fashion,Kids Clothing,Kids,1863.45,1355.93,246,Kitchen World
2241,Kids Clothing Max,Fashion,Kids Clothing,Kids,1911.66,1422.89,392,Tech Supplies India
2242,Kids Clothing Max,Fashion,Kids Clothing,Kids,1476.83,1161.49,250,Smart Solutions Ltd
2243,Kids Clothing Lite,Fashion,Kids Clothing,Kids,1277.21,926.86,335,Kitchen World
2244,Kids Clothing Lite,Fashion,Kids Clothing,Kids,886.65,664.7,143,Tech Supplies India
2245,Kids Clothing Pro,Fashion,Kids Clothing,Kids,302.75,253.83,374,Kitchen World
2246,Kids Clothing Plus,Fashion,Kids Clothing,Kids,814.65,607.91,484,Style Distributors
2247,Kids Clothing Ultra,Fashion,Kids Clothing,Kids,1310.88,918.39,188,Tech Supplies India
2248,Kids Clothing Plus,Fashion,Kids Clothing,Kids,478.24,386.98,403,Smart Solutions Ltd
2249,Kids Clothing Ultra,Fashion,Kids Clothing,Kids,323.67,235.73,118,Home Essentials Co
2250,Kids Clothing Pro,Fashion,Kids Clothing,Kids,1528.38,1173.5,218,Tech Supplies India
2251,Kids Clothing Max,Fashion,Kids Clothing,Kids,885.47,653.19,371,Smart Solutions Ltd
2252,Kids Clothing Max,Fashion,Kids Clothing,Kids,1276.09,898.25,156,Home Essentials Co
2253,Kids Clothing Pro,Fashion,Kids Clothing,Kids,1474.93,1055.86,76,Elite Electronics
2254,Kids Clothing Ultra,Fashion,Kids Clothing,Kids,523.11,425.96,78,Home Essentials Co
2255,Kids Clothing Lite,Fashion,Kids Clothing,Kids,1071.6,845.83,468,Prime Products
2256,Kids Clothing Plus,Fashion,Kids Clothing,Kids,1989.04,1656.26,108,Home Essentials Co
2257,Kids Clothing Ultra,Fashion,Kids Clothing,Kids,664.83,470.95,78,Prime Products
2258,Kids Clothing Lite,Fashion,Kids Clothing,Kids,1024.79,859.84,385,Elite Electronics
2259,Kids Clothing Max,Fashion,Kids Clothing,Kids,1493.31,1223.79,131,Kitchen World
2260,Kids Clothing Pro,Fashion,Kids Clothing,Kids,1093.83,836.14,477,Smart Solutions Ltd
2261,Kids Clothing Lite,Fashion,Kids Clothing,Kids,1338.97,960.99,134,Prime Products
2262,Kids Clothing Plus,Fashion,Kids Clothing,Kids,1010.42,722.25,156,Elite Electronics
2263,Kids Clothing Plus,Fashion,Kids Clothing,Kids,919.52,766.5,227,Smart Solutions Ltd
2264,Kids Clothing Max,Fashion,Kids Clothing,Kids,1386.28,1167.31,253,Kitchen World
2265,Footwear Ultra,Fashion,Footwear,Footwear,1949.26,1534.08,137,Kitchen World
2266,Footwear Lite,Fashion,Footwear,Footwear,1036.72,865.07,340,Style Distributors
2267,Footwear Plus,Fashion,Footwear,Footwear,1340.61,998.46,236,Elite Electronics
2268,Footwear Ultra,Fashion,Footwear,Footwear,3878.68,2829.09,281,Smart Solutions Ltd
2269,Footwear Max,Fashion,Footwear,Footwear,3311.72,2525.56,199,Smart Solutions Ltd
2270,Footwear Plus,Fashion,Footwear,Footwear,4712.46,3941.79,304,Mega Suppliers
2271,Footwear Ultra,Fashion,Footwear,Footwear,5001.61,4175.33,215,Prime Products
2272,Footwear Ultra,Fashion,Footwear,Footwear,6004.98,4493.13,337,Mega Suppliers
2273,Footwear Plus,Fashion,Footwear,Footwear,7575.65,5362.34,287,Mega Suppliers
2274,Footwear Plus,Fashion,Footwear,Footwear,7023.0,4986.28,241,Tech Supplies India
2275,Footwear Plus,Fashion,Footwear,Footwear,5236.96,4352.05,481,Kitchen World
2276,Footwear Ultra,Fashion,Footwear,Footwear,4422.17,3097.36,496,Home Essentials Co
2277,Footwear Ultra,Fashion,Footwear,Footwear,2688.85,2268.35,305,Kitchen World
2278,Footwear Pro,Fashion,Footwear,Footwear,6906.16,5399.37,452,Style Distributors
2279,Footwear Ultra,Fashion,Footwear,Footwear,3732.07,2616.22,371,Mega Suppliers
2280,Footwear Max,Fashion,Footwear,Footwear,4451.97,3638.73,474,Home Essentials Co
2281,Footwear Lite,Fashion,Footwear,Footwear,3473.22,2804.29,102,Mega Suppliers
2282,Footwear Max,Fashion,Footwear,Footwear,6293.78,4717.41,489,Home Essentials Co
2283,Footwear Pro,Fashion,Footwear,Footwear,5403.67,3910.56,221,Home Essentials Co
